Rank,Name,Platform,release_date,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,controller_support,new_rating,new_rating_source
243,Resistance: Fall of Man,ps3,2006,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,,18,PEGI
244,Sonic the Hedgehog,gen,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,,3,PEGI
245,Kingdom Hearts II,ps2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,,12,PEGI
246,Asteroids,2600,1980,Shooter,Atari,4,0.26,0,0.05,4.31,,3,pre-1994
247,Super Mario 3D World,wiiu,2013,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,,3,PEGI
248,Batman: Arkham Asylum,ps3,2009,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,,16,PEGI
249,Namco Museum,gba,2001,Misc,Namco Bandai Games,3,1.11,0.05,0.07,4.24,,3,ESRB
250,Assassin's Creed: Revelations,ps3,2011,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,,18,PEGI
251,Metal Gear Solid 3: Snake Eater,ps2,2004,Action,Konami Digital Entertainment,1.46,0,0.83,1.93,4.23,,16,PEGI
252,Daxter,psp,2006,Platform,Sony Computer Entertainment,2.45,1.02,0,0.75,4.22,,7,PEGI
253,The Legend of Zelda: Ocarina of Time,3ds,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,,3,ESRB
254,FIFA Soccer 06,ps2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,,3,PEGI
255,Frogger,mame,1981,,,,,,,4.2,,3,pre-1994
256,EyeToy Play,ps2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,,3,ESRB
257,Gran Turismo 5 Prologue,ps3,2007,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,,3,PEGI
258,Street Fighter IV,ps3,2009,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,,12,PEGI
259,Teenage Mutant Ninja Turtles,nes,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17,,3,pre-1994
260,Frogger,ps,1997,Action,Hasbro Interactive,3.79,0.27,0,0.11,4.16,,3,ESRB
261,Excitebike,nes,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,,3,pre-1994
262,Madden NFL 2003,ps2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,,3,PEGI
263,Super Mario World 2: Yoshi's Island,snes,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,,3,PEGI
264,FIFA Soccer 07,ps2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,,3,ESRB
265,The Legend of Zelda: Skyward Sword,wii,2011,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,FALSE,12,PEGI
266,Street Fighter II Turbo,snes,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,,3,pre-1994
267,Carnival Games,wii,2007,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,FALSE,3,PEGI
268,God of War II,ps2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,,18,PEGI
269,World Soccer Winning Eleven 9,ps2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,,3,ESRB
270,Tekken Tag Tournament,ps2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,,12,PEGI
271,Namco Museum Vol.3,ps,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,,7,ESRB
272,Star Fox 64,n64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,,7,ESRB
273,Golf,nes,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,,3,pre-1994
274,Fallout 3,ps3,2008,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,,18,PEGI
275,Mario Tennis Aces,switch,2018,,,,,,,4,,3,PEGI
276,Hyrule Warriors: Age of Calamity,switch,2020,,,,,,,4,,12,ESRB
277,Professor Layton and the Diabolical Box,ds,2007,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4,,7,ESRB
278,The Legend of Zelda: Oracle of Seasons,gb,2001,,,,,,,3.99,,3,ESRB
279,The Legend of Zelda: Oracle of Ages,gb,2001,,,,,,,3.99,,3,ESRB
280,Namco Museum: 50th Anniversary,ps2,2005,Misc,Namco Bandai Games,2.08,1.35,0,0.54,3.98,,12,PEGI
281,EA Sports Active,wii,2009,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,FALSE,3,PEGI
282,The Legend of Zelda: Skyward Sword HD,switch,2021,,,,,,,3.91,,7,ESRB
283,Donkey Kong Land,gb,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,,3,pre-1994
284,Donkey Kong Land,gb,1995,,,,,,,3.91,,3,ESRB
285,Tony Hawk's Underground,ps2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,,16,PEGI
286,Monster Hunter 4 Ultimate,3ds,2014,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,,12,PEGI
287,Assassin's Creed IV: Black Flag,ps3,2013,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,,16,ESRB
288,MotorStorm,ps3,2006,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,,12,PEGI
289,Sports Champions,ps3,2010,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,,12,PEGI
290,Tekken 5,ps2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,,12,PEGI
291,Dragon Warrior III,nes,1988,Role-Playing,Enix Corporation,0.1,0,3.77,0,3.87,,3,pre-1994
292,World Soccer Winning Eleven 8 International,ps2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,,3,ESRB
293,Defender,mame,1981,,,,,,,3.85,,3,pre-1994
294,Flash Focus: Vision Training in Minutes a Day,ds,2007,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,,3,PEGI
295,Namco Museum Vol.1,ps,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,,7,ESRB
296,The Legend of Zelda: Link's Awakening,gb,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,,3,pre-1994
297,Mario & Luigi: Bowser's Inside Story,ds,2009,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,,3,PEGI
298,Big Brain Academy: Wii Degree,wii,2007,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,FALSE,3,PEGI
299,Fire Emblem: Three Houses,switch,2019,,,,,,,3.82,,12,ESRB
300,Nintendogs + cats,3ds,2011,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,,3,PEGI
301,Mario & Sonic at the London 2012 Olympic Games,wii,2011,Sports,Sega,1.14,1.91,0.27,0.46,3.78,FALSE,3,PEGI
302,Resident Evil Director's Cut,ps,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,,16,ESRB
303,Ratchet & Clank: Size Matters,psp,2007,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77,,7,PEGI
304,Just Dance 2014,wii,2013,Misc,Ubisoft,1.98,1.47,0,0.32,3.76,FALSE,3,PEGI
305,Super Paper Mario,wii,2007,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,FALSE,3,PEGI
306,Harry Potter and the Sorcerer's Stone,ps,2001,Action,Electronic Arts,1.37,2,0.14,0.22,3.73,,3,ESRB
307,Resident Evil 3: Nemesis,ps,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,,16,ESRB
308,Spyro: Year of the Dragon,ps,2000,Platform,Sony Computer Entertainment,1.93,1.58,0,0.19,3.71,,3,ESRB
309,Pokémon Trading Card Game,gb,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,,3,ESRB
310,FIFA Soccer 2005,ps2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,,3,PEGI
311,MySims,ds,2007,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,,3,PEGI
312,Battlefield 4,ps3,2013,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,,18,PEGI
313,Tony Hawk's Pro Skater 4,ps2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,,12,PEGI
314,Friend Collection,ds,2009,Misc,Nintendo,0,0,3.67,0,3.67,,,cache: no rating
315,Midnight Club 3: DUB Edition,psp,2005,Racing,Take-Two Interactive,1.65,1.22,0,0.79,3.66,,12,PEGI
316,Banjo-Kazooie,n64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,,3,ESRB
317,Guitar Hero: World Tour,wii,2008,Misc,Activision,2.33,0.97,0,0.35,3.65,FALSE,12,PEGI
318,SOCOM: U.S. Navy SEALs,ps2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,,16,ESRB
319,Jak and Daxter: The Precursor Legacy,ps2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,,3,PEGI
320,Gran Turismo 6,ps3,2013,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64,,3,PEGI
321,FIFA Soccer 10,ps3,2009,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63,,3,PEGI
322,Pro Evolution Soccer 2008,ps2,2007,Sports,Konami Digital Entertainment,0.05,0,0.64,2.93,3.63,,3,PEGI
323,Pokemon Snap,n64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,,3,ESRB
324,Resident Evil 4,ps2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,,18,PEGI
325,Cooking Mama 2: Dinner With Friends,ds,2007,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61,,3,ESRB
326,The Simpsons: Road Rage,ps2,2001,Racing,Electronic Arts,2.02,1.17,0,0.42,3.61,,3,PEGI
327,Star Wars: Battlefront,ps2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,,12,PEGI
328,Luigi's Mansion,gc,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,,3,PEGI
329,Star Wars: Battlefront II,ps2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,,12,PEGI
330,WWF SmackDown!,ps,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,,12,ESRB
331,Croc: Legend of the Gobbos,ps,1997,Platform,Fox Interactive,1.57,1.79,0,0.2,3.56,,3,PEGI
332,Tempest,mame,1981,,,,,,,3.55,,3,pre-1994
333,Tomb Raider III: Adventures of Lara Croft,ps,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,,12,PEGI
334,The Getaway,ps2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,,18,PEGI
335,Grand Theft Auto: Liberty City Stories,ps2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,,18,PEGI
336,LEGO Star Wars: The Video Game,ps2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,,3,PEGI
337,James Bond 007: Agent Under Fire,ps2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,,12,ESRB
338,Mario & Sonic at the Olympic Winter Games,ds,2009,Sports,Sega,1.22,1.66,0.27,0.38,3.52,,3,PEGI
339,Spyro 2: Ripto's Rage!,ps,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,,3,ESRB
340,Rugrats in Paris: The Movie,ps,2000,Action,THQ,1.96,1.33,0,0.23,3.52,,3,PEGI
341,Donkey Kong Country 3: Dixie Kong's Double Trouble!,snes,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,,3,PEGI
342,Kung Fu,nes,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,,3,pre-1994
343,Clubhouse Games,ds,2006,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5,,12,PEGI
344,FIFA Soccer 2004,ps2,,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,,3,ESRB
345,Guitar Hero: On Tour,ds,2008,Misc,Activision,2.11,1.01,0.01,0.35,3.48,,3,PEGI
346,1-2-Switch,switch,2017,,,,,,,3.45,,7,PEGI
347,Far Cry 3,ps3,2012,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45,,18,PEGI
348,Monster Hunter 4,3ds,2013,Role-Playing,Capcom,0,0,3.44,0,3.44,,12,PEGI
349,Tekken 4,ps2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,,12,PEGI
350,Grand Theft Auto 2,ps,1998,Action,Take-Two Interactive,1.13,2.07,0,0.22,3.42,,12,ESRB
351,Kirby Star Allies,switch,2018,,,,,,,3.42,,7,PEGI
352,Final Fantasy III,snes,1994,Role-Playing,SquareSoft,0.86,0,2.55,0.02,3.42,,3,pre-1994
353,LittleBigPlanet 2,ps3,2011,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42,,7,PEGI
354,Spider-Man 2,ps2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41,,12,PEGI
355,F-1 Race,gb,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41,,3,pre-1994
356,FIFA Soccer 2003,ps2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,,3,PEGI
357,Crash Bash,ps,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,,3,ESRB
358,The Legend of Zelda: Spirit Tracks,ds,2009,Action,Nintendo,1.43,0.94,0.74,0.27,3.38,,7,PEGI
359,The Legend of Zelda: Majora's Mask,n64,2000,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,,7,ESRB
360,WWF War Zone,ps,1998,Fighting,Acclaim Entertainment,2.47,0.76,0,0.13,3.36,,12,ESRB
361,Professor Layton and the Unwound Future,ds,2008,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36,,7,PEGI
362,Rugrats: Search For Reptar,ps,1998,Adventure,THQ,1.63,1.53,0,0.18,3.34,,3,ESRB
363,English Training: Have Fun Improving Your Skills!,ds,2006,Misc,Nintendo,0,0.99,2.32,0.02,3.33,,3,CERO
364,James Bond 007: Nightfire,ps2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,,12,PEGI
365,Ratchet & Clank,ps2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,,7,PEGI
366,Mario Party 9,wii,2012,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32,FALSE,3,PEGI
367,Star Wars Episode III: Revenge of the Sith,ps2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,,12,PEGI
368,Max Payne,ps2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,,18,PEGI
369,Dig Dug,mame,1982,,,,,,,3.3,,3,pre-1994
370,The Lord of the Rings: The Return of the King,ps2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,,12,PEGI
371,Wii Music,wii,2008,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27,FALSE,3,PEGI
372,True Crime: Streets of LA,ps2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,,16,PEGI
373,Gran Turismo (PSP),psp,2009,Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27,,3,PEGI
374,Monster Hunter X,3ds,2015,Action,Capcom,0.25,0.19,2.78,0.04,3.26,,12,PEGI
375,Donkey Kong Jr.,nes,1982,,,,,,,3.24,,3,pre-1994
376,Tekken,ps,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24,,12,PEGI
377,L.A. Noire,ps3,2011,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23,,18,PEGI
378,Yokai Watch 2 Ganso/Honke,3ds,2014,Role-Playing,Nintendo,0.03,0,3.18,0,3.22,,7,ESRB
379,007: Tomorrow Never Dies,ps,1999,Shooter,Electronic Arts,1.72,1.33,0,0.16,3.21,,12,ESRB
380,Baseball,nes,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2,,3,pre-1994
381,Killer Instinct,snes,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2,,16,PEGI
382,WWF SmackDown! 2: Know Your Role,ps,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2,,12,ESRB
383,Space Invaders,2600,1980,,,,,,,3.2,,3,pre-1994
384,Crisis Core: Final Fantasy VII,psp,2007,Role-Playing,Square Enix,1.35,0.6,0.8,0.44,3.19,,16,PEGI
385,God of War: Chains of Olympus,psp,2008,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19,,18,PEGI
386,Dragon Quest VI: Maboroshi no Daichi,snes,1995,Role-Playing,Enix Corporation,0,0,3.19,0,3.19,,12,PEGI
387,Enter the Matrix,ps2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,,12,ESRB
388,Super Mario Maker,wiiu,2015,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18,,3,PEGI
389,Rhythm Heaven,ds,2008,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17,,3,ESRB
390,Ace Combat 04: Shattered Skies,ps2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,,3,ESRB
391,Fallout: New Vegas,ps3,2010,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17,,18,PEGI
392,LEGO Batman: The Videogame,wii,,Action,Warner Bros. Interactive Entertainment,1.86,1.02,0,0.29,3.17,FALSE,7,PEGI
393,Club Penguin: Elite Penguin Force,ds,2008,Adventure,Disney Interactive Studios,1.88,0.98,0,0.3,3.16,,3,PEGI
394,Resident Evil 6,ps3,2012,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15,,18,PEGI
395,LEGO Batman: The Videogame,ds,2008,Action,Warner Bros. Interactive Entertainment,1.79,1.06,0,0.29,3.15,,7,PEGI
396,Sonic Rush,ds,2005,Platform,Sega,1.22,1.57,0.06,0.29,3.15,,3,PEGI
397,Animal Crossing,gc,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,,3,PEGI
398,Clubhouse Games: 51 Worldwide Classics,switch,2020,,,,,,,3.14,,3,ESRB
399,FIFA Soccer 08,ps2,2007,Sports,Electronic Arts,0.68,0,0,2.46,3.14,,3,ESRB
400,Spider-Man,ps,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13,,3,ESRB
401,Heavy Rain,ps3,2010,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12,,18,PEGI
402,Paper Mario: The Origami King,switch,2020,,,,,,,3.12,,3,ESRB
403,Need for Speed III: Hot Pursuit,ps,1998,Racing,Electronic Arts,2.14,0.86,0,0.13,3.12,,3,ESRB
404,Star Wars Episode I Racer,n64,1999,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12,,3,ESRB
405,Personal Trainer: Cooking,ds,2006,Misc,Nintendo,0.91,1,1.03,0.17,3.12,,3,PEGI
406,The Elder Scrolls IV: Oblivion,ps3,2007,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12,,16,PEGI
407,Dragon Warrior IV,nes,1990,Role-Playing,Enix Corporation,0.08,0,3.03,0.01,3.12,,3,pre-1994
408,Yoshi's Crafted World,switch,2019,,,,,,,3.11,,3,ESRB
409,Missile Command,mame,1980,,,,,,,3.1,,3,pre-1994
410,Dragon Ball Z: Budokai,ps2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,,7,PEGI
411,Madden NFL 2002,ps2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,,3,PEGI
412,World Class Track Meet,nes,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08,,3,pre-1994
413,The Legend of Zelda: A Link Between Worlds,3ds,2013,Action,Nintendo,1.4,0.99,0.46,0.22,3.07,,7,PEGI
414,Donkey Kong,gb,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07,,3,pre-1994
415,Metroid Dread,switch,2021,,,,,,,3.04,,12,PEGI
416,Epic Mickey,wii,2010,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04,FALSE,3,ESRB
417,Rayman,ps,1995,Platform,Ubisoft,1.54,1.33,0,0.16,3.03,,3,ESRB
418,WWE SmackDown! Shut Your Mouth,ps2,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.02,,16,PEGI
419,Killzone 2,ps3,2009,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02,,18,PEGI
420,Tom Clancy's Splinter Cell,xb,2002,Action,Ubisoft,1.85,1.04,0,0.13,3.02,,12,PEGI
421,Mike Tyson's Punch-Out!!,nes,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02,,3,pre-1994
422,Dragon Ball Z: Budokai Tenkaichi 3,ps2,2007,Fighting,Atari,1.15,0,0.76,1.09,3,,12,PEGI
423,wwe Smackdown vs. Raw 2006,ps2,,Fighting,,1.57,1.02,0,0.41,3,,16,PEGI
424,Devil May Cry,ps2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99,,16,PEGI
425,World Soccer Winning Eleven 6 International,ps2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,,3,ESRB
426,Star Fox,snes,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99,,3,pre-1994
427,Animal Crossing: Happy Home Designer,3ds,2015,Simulation,Nintendo,0.47,1,1.39,0.12,2.98,,3,PEGI
428,Battlefield: Bad Company 2,ps3,2010,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97,,16,PEGI
429,Kirby Super Star Ultra,ds,2008,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96,,3,PEGI
430,Hitman 2: Silent Assassin,ps2,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,,16,PEGI
431,Sonic Heroes,ps2,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96,,3,PEGI
432,Pac-Man Collection,gba,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,,3,ESRB
433,inFAMOUS,ps3,2009,Action,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94,,16,PEGI
434,WWE SmackDown! vs. RAW 2006,ps2,2005,Fighting,THQ,1.45,1.11,0.04,0.33,2.94,,16,PEGI
435,SOCOM II: U.S. Navy SEALs,ps2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,,16,PEGI
436,Wave Race 64,n64,1996,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94,,3,CERO
437,Joust,mame,1982,,,,,,,2.92,,3,pre-1994
438,WarioWare: Smooth Moves,wii,2006,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92,FALSE,7,ESRB
439,Super Mario World 2: Yoshi's Island,gba,2002,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91,,3,ESRB
440,Cooking Mama: Cook Off,wii,2007,Simulation,505 Games,1.43,1.13,0.05,0.3,2.91,FALSE,3,ESRB
441,World Soccer Winning Eleven 7 International,ps2,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,,3,ESRB
442,Sonic Mega Collection Plus,ps2,2004,Misc,Sega,1.54,1.14,0,0.22,2.9,,12,PEGI
443,Call of Duty: Finest Hour,ps2,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,,16,PEGI
444,Need for Speed: Most Wanted,ps3,2012,Racing,Electronic Arts,0.71,1.51,0.06,0.61,2.89,,7,PEGI
445,Hot Shots Golf 3,ps2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,,3,ESRB
446,Imagine: Babyz,ds,2007,Simulation,Ubisoft,1.3,1.27,0,0.31,2.88,,3,ESRB
447,Syphon Filter,ps,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88,,12,ESRB
448,Zumba Fitness 2,wii,2011,Sports,Majesco Entertainment,1.54,1.07,0,0.28,2.88,FALSE,12,PEGI
449,Colin McRae Rally,ps,1998,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87,,3,ESRB
450,The Elder Scrolls III: Morrowind,xb,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,,12,PEGI
451,FIFA 16,ps3,2015,Sports,Electronic Arts,0.4,1.98,0.05,0.42,2.85,,3,PEGI
452,Skylanders: Spyro's Adventure,wii,2011,Action,Activision,1.4,1.14,0,0.31,2.85,FALSE,7,PEGI
453,Mortal Kombat,ps3,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0,0.32,2.85,,18,PEGI
454,F-Zero,snes,1990,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85,,3,pre-1994
455,Yoshi's Story,n64,1997,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85,,3,PEGI
456,Assassin's Creed: Brotherhood,ps3,2010,Action,Ubisoft,1.87,0.57,0.11,0.3,2.84,,18,PEGI
457,Medal of Honor,ps3,2010,Shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83,,18,PEGI
458,WWE SmackDown! vs. Raw,ps2,2002,Fighting,THQ,1.32,1.08,0.04,0.39,2.83,,16,PEGI
459,Finding Nemo,gba,2003,Action,THQ,1.59,1.05,0.04,0.14,2.82,,3,PEGI
460,Metroid Prime,gc,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,,12,PEGI
461,Imagine: Fashion Designer,ds,2007,Simulation,Ubisoft,1.32,1.19,0,0.3,2.81,,3,ESRB
462,Need for Speed: Hot Pursuit,ps3,2010,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81,,7,PEGI
463,Yoshi's Island DS,ds,2006,Platform,Nintendo,1.47,0.07,1.1,0.15,2.8,,3,PEGI
464,WWE SmackDown! Here Comes the Pain,ps2,2003,Fighting,THQ,1.32,1.06,0.04,0.38,2.8,,16,PEGI
465,A Bug's Life,ps,1998,Platform,Sony Computer Entertainment,1.96,0.72,0,0.11,2.79,,7,ESRB
466,Hot Shots Golf,ps,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79,,3,ESRB
467,WWF SmackDown! Just Bring It,ps2,2001,Fighting,THQ,1.19,1.15,0.04,0.41,2.79,,12,ESRB
468,Dragon Quest V: Tenkuu no Hanayome,snes,1992,Role-Playing,Enix Corporation,0,0,2.78,0.01,2.79,,3,pre-1994
469,Mortal Kombat Trilogy,ps,1996,Fighting,GT Interactive,1.98,0.7,0,0.11,2.79,,18,PEGI
470,NBA Street,ps2,2001,Sports,Electronic Arts,2.19,0.22,0,0.38,2.79,,3,PEGI
471,Professor Layton and the Last Specter,ds,2009,Puzzle,Nintendo,0.3,1.47,0.68,0.34,2.79,,7,ESRB
472,Monster Hunter Tri,3ds,2011,Role-Playing,Nintendo,0.46,0.29,1.96,0.07,2.79,,16,PEGI
473,Killzone 3,ps3,2011,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79,,18,PEGI
474,Tekken 6,ps3,2009,Fighting,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78,,16,PEGI
475,Ratchet & Clank: Going Commando,ps2,2003,Platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78,,12,ESRB
476,Jak II,ps2,2003,Platform,Sony Computer Entertainment,1.68,0.74,0,0.36,2.78,,12,ESRB
477,The Sims,ps2,2003,Simulation,Electronic Arts,1.41,1.12,0,0.24,2.77,,12,ESRB
478,Sonic and the Secret Rings,wii,2007,Platform,Sega,1.24,1.2,0.04,0.3,2.77,FALSE,7,PEGI
479,Missile Command,2600,1980,Shooter,Atari,2.56,0.17,0,0.03,2.76,,3,pre-1994
480,Q*bert,mame,1982,,,,,,,2.76,,3,pre-1994
