Rank,Name,Platform,release_date,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,controller_support,name_norm,PEGI_Rating
3462,Advance Wars: Days of Ruin,ds,,Strategy,Nintendo,0.44,0.13,0,0.06,0.63,,advance wars days of ruin,
5234,Advance Wars: Dual Strike,ds,2005,Strategy,Nintendo,0.3,0.03,0.04,0.03,0.4,,advance wars dual strike,7
14224,Advanced Dungeons & Dragons,intellivision,1982,,,,,,,0.048,,advanced dungeons and dragons,
10020,Advent Rising,xb,2005,Action,THQ,0.1,0.03,0,0,0.13,,advent rising,12
3025,Adventure,2600,1980,,,,,,,0.75,,adventure,
1687,Adventure,2600,,Adventure,Atari,1.21,0.08,0,0.01,1.3,,adventure,
12260,Adventure II,2600,1982,,,,,,,0.08,,adventure 2,
2170,Adventure Island,nes,1986,Platform,Hudson Soft,0,0,1.05,0,1.05,,adventure island,
15798,Adventure Island II,nes,1991,,,,,,,0.03,,adventure island 2,
15793,Adventure Island III,nes,1992,,,,,,,0.03,,adventure island 3,
9753,Adventure Time: Explore the Dungeon Because I Don't Know!,3ds,2013,Action,D3Publisher,0.1,0.03,0,0.01,0.14,,adventure time explore the dungeon because 1 don t know,7
13707,Adventure Time: Explore the Dungeon Because I Don't Know!,ps3,2013,Action,D3Publisher,0.02,0.02,0,0.01,0.05,,adventure time explore the dungeon because 1 don t know,7
15726,Adventure Time: Explore the Dungeon Because I Don't Know!,wiiu,2013,Action,D3Publisher,0.02,0.01,0,0,0.03,,adventure time explore the dungeon because 1 don t know,7
12450,Adventure Time: Finn & Jake Investigations,3ds,2015,Action,Little Orbit,0.02,0.05,0,0.01,0.07,,adventure time finn and jake investigations,7
11256,Adventure Time: Finn & Jake Investigations,ps3,2015,Action,Little Orbit,0.02,0.07,0,0.02,0.1,,adventure time finn and jake investigations,7
14032,Adventure Time: Finn & Jake Investigations,wiiu,2015,Action,Little Orbit,0.03,0.02,0,0,0.05,,adventure time finn and jake investigations,7
16241,Adventure Time: The Secret of the Nameless,3ds,2014,Adventure,Little Orbit,0.01,0,0,0,0.02,,adventure time the secret of the nameless,
12313,Adventure Time: The Secret of the Nameless Kingdom,3ds,2014,Action,Little Orbit,0,0.07,0,0,0.08,,adventure time the secret of the nameless kingdom,7
18048,Adventures of Batman & Robin,scd,1995,,,,,,,0.009,,adventures of batman and robin,
12996,Adventures of Lolo,nes,1989,Puzzle,HAL Laboratory,0.06,0,0,0,0.06,,adventures of lolo,
3311,Adventures of Tron,2600,1981,Action,Mattel Interactive,0.63,0.03,0,0.01,0.67,,adventures of tron,
9997,Adventures to Go!,psp,2008,Role-Playing,Zushi Games,0.1,0,0.01,0.01,0.13,,adventures to go,12
15967,Aedis Eclipse: Generation of Chaos,psp,2006,Role-Playing,Idea Factory,0.02,0,0,0,0.02,,aedis eclipse generation of chaos,12
15300,Aegis of Earth: Protonovus Assault,ps3,2016,Action,PQube,0.01,0.01,0,0,0.03,,aegis of earth protonovus assault,7
14694,Aegis of Earth: Protonovus Assault,psv,2016,Action,PQube,0.02,0.01,0,0.01,0.04,,aegis of earth protonovus assault,7
14400,Aeon Flux,ps2,2005,Action,THQ,0.02,0.02,0,0.01,0.04,,aeon flux,16
17533,Aeon Flux,xb,2005,Action,THQ,0.01,0,0,0,0.01,,aeon flux,16
16384,Aerial Assault,gg,1992,,,,,,,0.02,,aerial assault,
18849,Aero Blasters,tg16,1990,,,,,,,0.003,,aero blasters,
12825,Aero Elite: Combat Academy,ps2,2002,Simulation,Sega,0.04,0.03,0,0.01,0.07,,aero elite combat academy,
19443,Aero Fighters 2,ng,1994,,,,,,,0.002,,aero fighters 2,
19432,Aero Fighters 3,ng,1995,,,,,,,0.002,,aero fighters 3,
12892,Aero Gauge,n64,1997,Racing,ASCII Entertainment,0.06,0.01,0,0,0.07,,aero gauge,
8473,AeroFighters Assault,n64,1997,Action,Video System,0.15,0.04,0,0,0.19,,aerofighters assault,
11417,Affordable Space Adventures,wiiu,2015,,,,,,,0.1,,affordable space adventures,7
7930,Afrika,ps3,2008,Adventure,Unknown,0.12,0,0.08,0.01,0.21,,afrika,
8235,Afro Samurai,ps3,2009,Action,Atari,0.12,0.05,0,0.03,0.2,,afro samurai,18
19113,After Burner,atarist,1988,,,,,,,0.002,,after burner,
1826,After Burner,mame,1987,,,,,,,1.21,,after burner,
15848,After Burner,mastersystem,1987,,,,,,,0.023,,after burner,
19075,After Burner II,tg16,1990,,,,,,,0.002,,after burner 2,
18208,After Burner III,scd,1992,,,,,,,0.007,,after burner 3,
10472,After Hours Athletes,ps3,2011,Sports,Sony Computer Entertainment,0,0.1,0,0.03,0.12,,after hours athletes,3
12425,Again,ds,2009,Adventure,Ackkstudios,0.07,0,0,0,0.07,,again,
17860,Agarest Senki: Re-appearance,ps3,,Role-Playing,Idea Factory,0,0,0.01,0,0.01,,agarest senki re appearance,
11888,Agassi Tennis Generation,ps2,2003,Sports,DreamCatcher Interactive,0.04,0.03,0,0.01,0.09,,agassi tennis generation,3
11957,Agatha Christie: And Then There Were None,wii,2008,Adventure,The Adventure Company,0.06,0.01,0,0.01,0.08,False,agatha christie and then there were none,
11837,Agatha Christie: Evil Under the Sun,wii,2008,Adventure,The Adventure Company,0.07,0.02,0,0.01,0.09,False,agatha christie evil under the sun,16
11295,Agatha Christie: The ABC Murders,ds,2009,Adventure,JoWood Productions,0.08,0.01,0,0.01,0.1,,agatha christie the abc murders,
7646,Age of Empires: Mythologies,ds,2008,Strategy,THQ,0.17,0.03,0,0.02,0.22,,age of empires mythologies,12
7589,Age of Empires: The Age of Kings,ds,2006,Strategy,THQ,0.19,0.02,0,0.02,0.23,,age of empires the age of kings,
13188,Aggressive Inline,gc,2002,Sports,Acclaim Entertainment,0.04,0.01,0,0,0.06,,aggressive inline,
5728,Aggressive Inline,ps2,2002,Sports,Acclaim Entertainment,0.17,0.13,0,0.04,0.35,,aggressive inline,
13393,Aggressive Inline,xb,2002,Sports,Acclaim Entertainment,0.05,0.01,0,0,0.06,,aggressive inline,
9545,Agile Warrior F-111X,ps,1995,Simulation,Virgin Interactive,0.08,0.05,0,0.01,0.14,,agile warrior f 111x,
12248,Aibou DS,ds,2009,Adventure,Tecmo Koei,0,0,0.08,0,0.08,,aibou ds,
11057,Aidyn Chronicles: The First Mage,n64,2001,Role-Playing,THQ,0.08,0.02,0,0,0.1,,aidyn chronicles the first mage,
7012,Aikatsu! 2-nin no My Princess,3ds,2013,Action,Namco Bandai Games,0,0,0.26,0,0.26,,aikatsu 2 nin no my princess,
9973,Aikatsu! 365 Idol Days,3ds,2014,Adventure,Namco Bandai Games,0,0,0.13,0,0.13,,aikatsu 365 idol days,
8094,Aikatsu! Cinderella Lesson,3ds,2012,Role-Playing,Namco Bandai Games,0,0,0.2,0,0.2,,aikatsu cinderella lesson,
12445,Aikatsu! My No.1 Stage!,3ds,2015,Misc,Namco Bandai Games,0,0,0.07,0,0.07,,aikatsu my no 1 stage,
14724,Ailu de Puzzle,psp,2012,Action,Capcom,0,0,0.04,0,0.04,,ailu de puzzle,
18851,Air Buster,tg16,1990,,,,,,,0.003,,air buster,
1078,Air Combat,ps,1995,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83,,air combat,
13946,Air Conflicts: Aces of World War II,psp,2009,Simulation,Graffiti,0.05,0,0,0,0.05,,air conflicts aces of world war 2,
8385,Air Conflicts: Secret Wars,ps3,2011,Simulation,bitComposer Games,0.1,0.06,0,0.03,0.19,,air conflicts secret wars,12
2916,Air Raid,2600,1981,Action,Men-A-Vision,0.72,0.04,0,0.01,0.77,,air raid,
14154,Air Traffic Chaos,ds,2007,Simulation,Ertain,0.05,0,0,0,0.05,,air traffic chaos,
14226,Air Zonk,tg16,1992,,,,,,,0.048,,air zonk,
15312,Air-Sea Battle,2600,1977,,,,,,,0.03,,air sea battle,
2356,Air-Sea Battle,2600,,Shooter,Atari,0.91,0.06,0,0.01,0.98,,air sea battle,
18967,AirCars,jaguar,1997,,,,,,,0.002,,aircars,
16796,AirForce Delta Storm,gba,2002,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,0.02,,airforce delta storm,
8642,AirForce Delta Storm,xb,2001,Shooter,Konami Digital Entertainment,0.14,0.04,0,0.01,0.18,,airforce delta storm,
10981,AirForce Delta Strike,ps2,2004,Simulation,Konami Digital Entertainment,0.05,0.04,0,0.01,0.11,,airforce delta strike,
7472,Airblade,ps2,2001,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,,airblade,
10223,Airborne Troops: Countdown to D-Day,ps2,2005,Shooter,Playlogic Game Factory,0.06,0.05,0,0.02,0.12,,airborne troops countdown to d day,
18211,Airline Pilots,naomi,1999,,,,,,,0.006,,airline pilots,
5318,Airlock,2600,1981,Action,Data Age,0.36,0.02,0,0,0.39,,airlock,
15724,Airship Q,psv,2015,Platform,Cygames,0,0,0.03,0,0.03,,airship q,
13373,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,ds,2008,Adventure,Marvelous Interactive,0,0,0.06,0,0.06,,akagawa jirou mystery yasoukyoku hon ni manekareta satsujin,
16977,Akai Ito DS,ds,2008,Adventure,Alchemist,0,0,0.02,0,0.02,,akai ito ds,
15288,Akane Iro ni Somaru Saka Parallel,ps2,2008,Adventure,GN Software,0,0,0.03,0,0.03,,akane iro ni somaru saka parallel,
17279,Akatsuki no Amaneka to Aoi Kyojin,psp,2010,Strategy,CyberFront,0,0,0.01,0,0.01,,akatsuki no amaneka to aoi kyojin,
17487,Akatsuki no Goei Trinity,ps3,2012,Adventure,5pb,0,0,0.01,0,0.01,,akatsuki no goei trinity,
17282,Akatsuki no Goei Trinity,psp,2012,Adventure,5pb,0,0,0.01,0,0.01,,akatsuki no goei trinity,
9802,Akiba's Trip,psp,2011,Adventure,Acquire,0,0,0.14,0,0.14,,akiba s trip,
11986,Akiba's Trip Plus,psp,2012,Adventure,Acquire,0,0,0.08,0,0.08,,akiba s trip plus,
10607,Akiba's Trip: Undead & Undressed,ps3,2013,Action,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11,,akiba s trip undead and undressed,16
7907,Akiba's Trip: Undead & Undressed,psv,2013,Action,Nippon Ichi Software,0.09,0.02,0.08,0.03,0.21,,akiba s trip undead and undressed,16
14382,Akko ni Omakase! Brain Shock,ds,2006,Misc,Taito,0,0,0.04,0,0.04,,akko ni omakase brain shock,
10235,Akuji the Heartless,ps,1998,Platform,Eidos Interactive,0.07,0.04,0,0.01,0.12,,akuji the heartless,
2308,Aladdin,gen,1993,,,,,,,1,,aladdin,
15842,Aladdin,gg,1994,,,,,,,0.024,,aladdin,
17314,Aladdin Magic Racer,wii,2011,Racing,Big Ben Interactive,0.01,0,0,0,0.01,False,aladdin magic racer,
12420,Albert Odyssey: Legend of Eldean,sat,1997,,,,,,,0.072,,albert odyssey legend of eldean,
19362,Alcazar: The Forgotten Fortress,colecovision,1984,,,,,,,0.002,,alcazar the forgotten fortress,
8508,Alex Kidd in Miracle World,mastersystem,1986,,,,,,,0.189,,alex kidd in miracle world,
17159,Alex Kidd in Shinobi World,mastersystem,1990,,,,,,,0.014,,alex kidd in shinobi world,
18155,Alex Kidd: The Lost Stars,mastersystem,1988,,,,,,,0.007,,alex kidd the lost stars,
12661,Alex Rider: Stormbreaker,ds,,Action,THQ,0.06,0,0,0,0.07,,alex rider stormbreaker,7
12909,Alexi Lalas International Soccer,ps,1998,Sports,Take-Two Interactive,0.04,0.03,0,0,0.07,,alexi lalas international soccer,
17674,Alfa Romeo Racing Italiano,ps2,2005,Racing,Black Bean Games,0.01,0.01,0,0,0.01,,alfa romeo racing italiano,
15609,Alia's Carnival! Sacrament,psv,2015,Adventure,dramatic create,0,0,0.03,0,0.03,,alia s carnival sacrament,
10659,Alias,ps2,2004,Action,Acclaim Entertainment,0.05,0.04,0,0.01,0.11,,alias,12
14127,Alias,xb,2004,Action,Acclaim Entertainment,0.04,0.01,0,0,0.05,,alias,12
4296,Alice in Wonderland,ds,2010,Adventure,Disney Interactive Studios,0.27,0.18,0,0.05,0.5,,alice in wonderland,7
4119,Alice in Wonderland,wii,2010,Adventure,Disney Interactive Studios,0.27,0.21,0,0.05,0.53,False,alice in wonderland,12
3628,Alice: Madness Returns,ps3,2011,Adventure,Electronic Arts,0.22,0.25,0.04,0.09,0.6,,alice madness returns,18
2871,Alien,2600,1981,Action,20th Century Fox Video Games,0.74,0.04,0,0.01,0.79,,alien,
18398,Alien 3,gg,1993,,,,,,,0.004,,alien 3,
14954,Alien Breed 3D,amigacd32,1995,,,,,,,0.032,,alien breed 3d,
18748,Alien Breed: Tower Assault,amigacd32,1994,,,,,,,0.003,,alien breed tower assault,
18088,Alien Brigade,atari7800,1990,,,,,,,0.008,,alien brigade,
15858,Alien Crush,tg16,1988,,,,,,,0.022,,alien crush,
18187,Alien Front,naomi,2001,,,,,,,0.007,,alien front,
16312,Alien Front Online,dc,2001,,,,,,,0.02,,alien front online,
11732,Alien Hominid,gc,2004,Shooter,O3 Entertainment,0.07,0.02,0,0,0.09,,alien hominid,
11062,Alien Hominid,ps2,2004,Shooter,Zoo Digital Publishing,0.05,0.04,0,0.01,0.1,,alien hominid,12
11740,Alien Monster Bowling League,wii,2009,Sports,Destineer,0.09,0,0,0.01,0.09,False,alien monster bowling league,7
9167,Alien Resurrection,ps,2000,Shooter,Fox Interactive,0.09,0.06,0,0.01,0.16,,alien resurrection,
14278,Alien Soldier,gen,1995,,,,,,,0.04,,alien soldier,
17950,Alien Storm,gen,1991,,,,,,,0.01,,alien storm,
11964,Alien Syndrome,psp,2007,Role-Playing,Sega,0.07,0,0,0.01,0.08,,alien syndrome,12
13280,Alien Syndrome,wii,2007,Role-Playing,Sega,0.06,0,0,0,0.06,False,alien syndrome,12
4526,Alien Trilogy,ps,1996,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03,0.47,,alien trilogy,
19017,Alien Trilogy,sat,1996,,,,,,,0.002,,alien trilogy,
8507,Alien vs Predator,jaguar,1994,,,,,,,0.189,,alien vs predator,
4604,Alien vs. Predator,mame,1994,,,,,,,0.47,,alien vs predator,
5861,Alien's Return,2600,1982,Action,ITT Family Games,0.32,0.02,0,0,0.34,,alien s return,
5565,Alien: Isolation,ps3,2014,Shooter,Sega,0.12,0.19,0,0.07,0.37,,alien isolation,18
15430,Alienators: Evolution Continues,gba,2001,Action,Activision,0.03,0.01,0,0,0.03,,alienators evolution continues,
13948,Aliens in the Attic,ds,2009,Action,Playlogic Game Factory,0.05,0,0,0,0.05,,aliens in the attic,7
12115,Aliens in the Attic,wii,2009,Action,Playlogic Game Factory,0.07,0,0,0.01,0.08,False,aliens in the attic,12
8503,Aliens versus Predator: Extinction,ps2,2003,Strategy,Electronic Arts,0.09,0.07,0,0.02,0.19,,aliens versus predator extinction,12
12230,Aliens versus Predator: Extinction,xb,2003,Strategy,Electronic Arts,0.06,0.02,0,0,0.08,,aliens versus predator extinction,12
2173,Aliens vs Predator,ps3,2010,Shooter,Sega,0.41,0.47,0,0.18,1.05,,aliens vs predator,18
7764,Aliens vs Predator: Requiem,psp,2007,Action,Vivendi Games,0.03,0.12,0,0.07,0.22,,aliens vs predator requiem,
3417,Aliens: Colonial Marines,ps3,2013,Shooter,Sega,0.2,0.31,0,0.13,0.64,,aliens colonial marines,18
8533,Aliens: Infestation,ds,2011,Action,Sega,0.1,0.06,0,0.02,0.18,,aliens infestation,16
8598,All Grown Up! Express Yourself,gba,2004,Misc,THQ,0.13,0.05,0,0,0.18,,all grown up express yourself,
7418,All Grown Up!: Game Boy Advance Video Volume 1,gba,2004,Misc,,0.17,0.06,0,0,0.24,,all grown up game boy advance video volume 1,
9467,All Japan Pro Wrestling featuring Virtua,sat,1997,Fighting,Sega,0,0,0.15,0,0.15,,all japan pro wrestling featuring virtua,
10423,All Kamen Rider: Rider Generation,ds,2011,Action,Namco Bandai Games,0,0,0.12,0,0.12,,all kamen rider rider generation,
11304,All Kamen Rider: Rider Generation 2,ds,2012,Action,Namco Bandai Games,0,0,0.1,0,0.1,,all kamen rider rider generation 2,
13034,All Kamen Rider: Rider Generation 2,psp,2012,Action,Namco Bandai Games,0,0,0.06,0,0.06,,all kamen rider rider generation 2,
19463,All New World of Lemmings,amigacd32,1994,,,,,,,0.002,,all new world of lemmings,
6601,All Star Cheer Squad,ds,2008,Sports,THQ,0.26,0,0,0.02,0.28,,all star cheer squad,
2813,All Star Cheer Squad,wii,2008,Sports,THQ,0.43,0.29,0,0.08,0.8,False,all star cheer squad,
10179,All Star Cheer Squad 2,wii,2009,Sports,THQ,0.12,0,0,0.01,0.13,False,all star cheer squad 2,
7487,All Star Karate,wii,2010,Action,THQ,0.14,0.07,0,0.02,0.23,False,all star karate,12
8150,All Star Pro-Wrestling,ps2,2000,Fighting,SquareSoft,0,0,0.2,0,0.2,,all star pro wrestling,
14126,All Star Tennis 99,n64,1999,Sports,Ubisoft,0.04,0.01,0,0,0.05,,all star tennis 99,
9330,All-Pro Football 2K8,ps3,2007,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15,,all pro football 2k8,
5387,All-Star Baseball 2000,n64,1999,Sports,Acclaim Entertainment,0.36,0.03,0,0,0.39,,all star baseball 2000,
7608,All-Star Baseball 2001,n64,2000,Sports,Acclaim Entertainment,0.22,0.01,0,0,0.23,,all star baseball 2001,
7617,All-Star Baseball 2002,gc,2001,Sports,Acclaim Entertainment,0.17,0.04,0,0.01,0.22,,all star baseball 2002,
3858,All-Star Baseball 2002,ps2,2001,Sports,Acclaim Entertainment,0.27,0.21,0,0.07,0.56,,all star baseball 2002,
9498,All-Star Baseball 2003,gba,2002,Sports,Acclaim Entertainment,0.11,0.04,0,0,0.15,,all star baseball 2003,
9525,All-Star Baseball 2003,gc,2002,Sports,Acclaim Entertainment,0.12,0.03,0,0,0.15,,all star baseball 2003,
2924,All-Star Baseball 2003,ps2,2002,Sports,Acclaim Entertainment,0.38,0.29,0,0.1,0.77,,all star baseball 2003,
6952,All-Star Baseball 2003,xb,2002,Sports,Acclaim Entertainment,0.19,0.06,0,0.01,0.26,,all star baseball 2003,
12936,All-Star Baseball 2004,gba,2003,Sports,Acclaim Entertainment,0.05,0.02,0,0,0.07,,all star baseball 2004,
12162,All-Star Baseball 2004,gc,2003,Sports,Acclaim Entertainment,0.06,0.02,0,0,0.08,,all star baseball 2004,
4993,All-Star Baseball 2004,ps2,2003,Sports,Acclaim Entertainment,0.21,0.16,0,0.05,0.42,,all star baseball 2004,
9910,All-Star Baseball 2004,xb,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0,0.13,,all star baseball 2004,
6016,All-Star Baseball 2005,ps2,,Sports,Unknown,0.16,0.12,0,0.04,0.32,,all star baseball 2005,
9340,All-Star Baseball 2005,xb,,Sports,Unknown,0.11,0.03,0,0.01,0.15,,all star baseball 2005,
4469,All-Star Baseball 99,n64,1998,Sports,Acclaim Entertainment,0.44,0.04,0,0,0.48,,all star baseball 99,
1006,Alleyway,gb,1989,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94,,alleyway,
8498,Allied General,ps,1996,Strategy,SSI,0.11,0.07,0,0.01,0.19,,allied general,
16304,Alone in the Dark,3do,1994,,,,,,,0.02,,alone in the dark,
13299,Alone in the Dark,ps2,2008,Adventure,Atari,0.03,0.02,0,0.01,0.06,,alone in the dark,16
8638,Alone in the Dark,wii,2008,Adventure,Atari,0.09,0.08,0,0.02,0.18,False,alone in the dark,16
18310,Alone in the Dark 2,3do,1995,,,,,,,0.005,,alone in the dark 2,
9664,Alone in the Dark: Inferno,ps3,2008,Adventure,Atari,0.09,0.03,0,0.02,0.14,,alone in the dark inferno,18
18685,Alone in the Dark: One-Eyed Jack's Revenge,3do,1995,,,,,,,0.003,,alone in the dark one eyed jack s revenge,
6263,Alone in the Dark: One-Eyed Jack's Revenge,ps,1996,Adventure,Infogrames,0.17,0.12,0,0.02,0.31,,alone in the dark one eyed jack s revenge,
12456,Alone in the Dark: The New Nightmare,gbc,2001,,,,,,,0.07,,alone in the dark the new nightmare,
9214,Alone in the Dark: The New Nightmare,ps,,Adventure,Infogrames,0.09,0.06,0,0.01,0.16,,alone in the dark the new nightmare,
4931,Alpha Protocol,ps3,2010,Role-Playing,Sega,0.19,0.18,0,0.07,0.43,,alpha protocol,18
12555,Alpha and Omega,ds,2010,Action,Unknown,0.06,0,0,0,0.07,,alpha and omega,3
9950,Alter Echo,ps2,2003,Shooter,THQ,0.06,0.05,0,0.02,0.13,,alter echo,12
13723,Alter Echo,xb,2003,Shooter,THQ,0.04,0.01,0,0,0.05,,alter echo,12
19112,Altered Beast,atarist,1989,,,,,,,0.002,,altered beast,
3663,Altered Beast,gen,1988,,,,,,,0.6,,altered beast,
1044,Altered Beast,mame,1988,,,,,,,1.87,,altered beast,
15812,Altered Beast,mastersystem,1988,,,,,,,0.027,,altered beast,
11775,Altered Beast: Guardian of the Realms,gba,2002,Action,THQ,0.07,0.02,0,0,0.09,,altered beast guardian of the realms,
7511,Alundra,ps,1997,Role-Playing,Psygnosis,0.13,0.09,0,0.01,0.23,,alundra,
6798,Alundra 2: A New Legend Begins,ps,1999,Role-Playing,Activision,0.15,0.1,0,0.02,0.27,,alundra 2 a new legend begins,
9677,Alvin and the Chipmunks,ds,2007,Misc,Brash Entertainment,0.12,0,0,0.01,0.14,,alvin and the chipmunks,3
12740,Alvin and the Chipmunks,ps2,2007,Misc,Brash Entertainment,0.04,0.03,0,0.01,0.07,,alvin and the chipmunks,3
13524,Alvin and the Chipmunks,wii,2007,Misc,Eidos Interactive,0.05,0,0,0,0.06,False,alvin and the chipmunks,3
10911,Alvin and the Chipmunks: Chipwrecked,ds,2011,Misc,505 Games,0.07,0.03,0,0.01,0.11,,alvin and the chipmunks chipwrecked,
11000,Alvin and the Chipmunks: Chipwrecked,wii,2011,Misc,505 Games,0.08,0.01,0,0.01,0.1,False,alvin and the chipmunks chipwrecked,
6308,Alvin and the Chipmunks: The Squeakquel,ds,2009,Misc,Majesco Entertainment,0.28,0,0,0.02,0.3,,alvin and the chipmunks the squeakquel,
11237,Alvin and the Chipmunks: The Squeakquel,wii,2009,Misc,Majesco Entertainment,0.09,0,0,0.01,0.1,False,alvin and the chipmunks the squeakquel,
10201,Amagami,ps2,2009,Adventure,Enterbrain,0,0,0.13,0,0.13,,amagami,
9285,Amagami,psp,2011,Adventure,Kadokawa Shoten,0,0,0.15,0,0.15,,amagami,
14545,Amagami,psv,2014,Adventure,Kadokawa Games,0,0,0.04,0,0.04,,amagami,
15968,Amagoushi no Yakata,ps2,2007,Adventure,Nippon Ichi Software,0,0,0.02,0,0.02,,amagoushi no yakata,
16107,Amatsumi Sora ni! Kumo no Hatate ni,psv,2015,Adventure,Prototype,0,0,0.02,0,0.02,,amatsumi sora ni kumo no hatate ni,
7252,Amazing Adventures: The Forgotten Ruins,ds,2008,Adventure,PopCap Games,0.13,0.08,0,0.02,0.24,,amazing adventures the forgotten ruins,
13160,Amazing Island,gc,2004,Strategy,Sega,0.04,0.01,0,0,0.06,,amazing island,
16714,America Oudan Ultra-Quiz,sat,1995,Misc,Victor Interactive,0,0,0.02,0,0.02,,america oudan ultra quiz,
7114,America's Army: Rise of a Soldier,xb,2005,Shooter,Ubisoft,0.19,0.05,0,0.01,0.25,,america s army rise of a soldier,16
11374,America's Next Top Model,ds,2008,Action,Eidos Interactive,0.1,0,0,0.01,0.1,,america s next top model,
12219,America's Next Top Model,wii,2010,Action,Crave Entertainment,0.08,0,0,0.01,0.08,False,america s next top model,
6789,America's Test Kitchen: Let's Get Cooking,ds,2010,Simulation,Nintendo,0.25,0,0,0.02,0.27,,america s test kitchen let s get cooking,
13642,American Bass Challenge,gba,2001,Sports,Starfish,0.03,0.01,0,0,0.05,,american bass challenge,
4958,American Chopper,ps2,2004,Racing,Zoo Digital Publishing,0.35,0.01,0,0.06,0.42,,american chopper,12
9260,American Chopper,xb,2004,Racing,Zoo Digital Publishing,0.11,0.03,0,0.01,0.15,,american chopper,12
13643,American Chopper 2: Full Throttle,gc,2005,Racing,Activision,0.04,0.01,0,0,0.05,,american chopper 2 full throttle,
8514,American Chopper 2: Full Throttle,ps2,2005,Racing,Zoo Digital Publishing,0.09,0.07,0,0.02,0.18,,american chopper 2 full throttle,
13617,American Chopper 2: Full Throttle,xb,2005,Racing,Zoo Digital Publishing,0.04,0.01,0,0,0.05,,american chopper 2 full throttle,
